transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
6069.89,25,115428.87,18,17,12.07,electronics,0
17236.68,56,58882.12,11,7,2.51,entertainment,0
16615.48,27,54596.44,17,9,16.22,utilities,0
16604.04,26,54381.23,33,9,127.54,grocery,1
20759.88,50,81243.34,23,13,18.13,travel,1
11016.36,50,79647.16,11,13,2.68,entertainment,0
7699.22,20,25693.3,32,3,112.51,grocery,1
4797.48,40,145839.25,13,14,26.57,entertainment,0
2659.41,33,30133.62,13,9,1.93,electronics,0
4656.43,40,36677.8,13,15,4.2,electronics,0
12454.79,18,63137.63,25,1,89.56,travel,1
2685.68,22,136732.25,16,10,23.49,electronics,1
2218.33,41,75398.86,21,12,6.25,travel,0
8091.62,36,26827.17,29,4,189.52,grocery,1
3776.77,43,35551.16,18,12,4.61,travel,0
25988.38,31,178292.01,21,18,3.38,electronics,0
4642.25,43,18713.16,14,16,2.73,grocery,0
8992.35,22,25096.37,7,12,28.46,travel,0
4398.11,26,170321.03,11,14,12.45,utilities,0
5727.68,50,82218.37,13,16,13.47,utilities,0
6960.34,19,36006.52,24,4,18.51,electronics,1
6731.01,41,54828.19,12,15,4.51,electronics,0
2356.43,28,47007.42,13,17,7.74,entertainment,0
1790.13,18,180505.55,13,11,2.17,entertainment,0
2556.24,32,54437.41,14,16,13.1,utilities,0
9830.29,22,89496.89,9,13,12.92,grocery,0
15003.19,34,27942.04,24,1,142.03,electronics,1
6871.08,33,160066.02,13,10,4.06,entertainment,0
9336.47,31,106174.91,12,21,2.82,utilities,0
6547.57,22,222951.26,13,13,2.01,travel,0
7022.3,20,61719.54,15,17,3.39,utilities,0
2551.58,60,27074.7,14,14,9.52,utilities,0
5935.7,19,115004.71,12,12,4.13,grocery,0
21074.27,32,132463.19,16,15,5.93,entertainment,0
9233.13,28,181977.82,13,15,1.11,electronics,0
6761.79,43,44080.14,13,10,24.23,entertainment,0
3040.03,24,66228.18,17,14,24.11,entertainment,0
1538.54,18,61345.85,14,17,26.47,grocery,0
3007.2,46,47033.58,14,12,8.21,entertainment,0
13347.19,30,120781.36,13,17,1.45,electronics,0
6437.82,19,45483.82,13,11,28.48,electronics,0
29587.48,35,88024.33,31,4,116.65,electronics,1
10531.77,19,185616.61,24,11,27.93,travel,0
4308.54,27,39160.77,34,2,32.7,electronics,1
2769.77,24,136540.87,21,16,9.56,utilities,0
4159.56,28,108115.36,14,17,9.36,grocery,0
2703.69,21,61072.42,11,11,3.9,travel,0
2342.57,27,53942.78,13,16,10.74,utilities,0
12829.63,26,35980.28,15,15,3.1,utilities,0
4406.71,19,170696.01,25,11,2.01,utilities,0
4377.04,20,93056.74,10,9,19.95,entertainment,0
4619.19,46,99347.15,14,18,8.35,grocery,0
12904.83,33,84251.56,12,11,20.29,entertainment,0
12338.15,18,60599.71,19,11,20.44,travel,0
3571.37,26,39463.67,16,11,19.25,entertainment,0
2719.64,18,42796.26,20,15,5.69,grocery,0
3951.75,50,44238.16,12,18,3.94,travel,0
29310.41,47,60781.0,17,11,3.19,utilities,0
2566.66,23,114480.85,14,15,19.15,travel,0
6521.4,18,132773.66,14,14,1.94,electronics,0
16875.24,55,26358.5,16,10,13.88,grocery,0
5249.08,44,33531.14,13,16,10.93,electronics,0
7548.22,30,66223.74,15,13,15.54,grocery,0
2182.21,19,76989.69,11,14,3.1,electronics,0
36700.97,18,27528.4,19,15,25.8,travel,1
13614.21,30,97255.06,22,9,17.67,electronics,1
2171.58,33,26654.32,13,16,3.35,entertainment,0
5364.93,31,51497.0,13,8,9.03,electronics,0
14521.3,30,30566.99,14,14,13.67,utilities,0
7805.58,30,45164.48,19,14,2.58,travel,0
6275.22,23,25113.04,13,15,31.25,electronics,0
627.06,42,123900.81,13,16,12.19,grocery,0
11658.89,28,23413.92,35,0,126.71,electronics,1
3594.4,26,29151.13,14,21,7.45,entertainment,0
3026.39,38,71754.14,10,15,26.47,entertainment,0
4972.8,20,209798.21,13,11,12.91,travel,0
3974.59,29,29821.53,13,9,12.41,electronics,0
13427.66,27,55968.37,14,12,1.03,travel,0
1796.98,49,80523.16,20,12,0.93,utilities,0
2856.15,32,68095.05,14,9,29.63,utilities,0
4724.55,29,55844.68,21,9,15.87,electronics,0
7217.23,38,59423.98,13,23,14.4,grocery,0
17264.11,45,54128.81,11,12,3.83,utilities,0
3462.59,31,19438.55,18,9,18.94,entertainment,0
4944.79,30,22197.94,11,11,9.41,electronics,0
11691.21,49,22138.93,20,5,44.96,electronics,1
11338.91,19,280393.3,13,17,25.71,utilities,0
12286.6,29,27080.7,23,16,1.54,grocery,0
5266.17,43,54422.55,14,11,14.18,entertainment,0
7070.36,50,64735.83,28,13,4.07,electronics,1
1007.24,27,38066.74,12,15,13.02,utilities,0
7453.84,35,42842.84,11,13,20.27,electronics,0
3089.28,18,35306.36,13,9,6.03,travel,0
3086.41,29,85184.79,18,11,3.43,grocery,0
6176.96,18,19714.88,14,11,8.44,travel,1
5883.0,27,80490.89,14,10,49.15,travel,0
5902.69,29,68853.43,15,11,9.37,utilities,0
4373.58,22,36745.47,28,4,109.82,grocery,1
4806.19,44,113132.38,21,15,10.95,grocery,0
6720.53,46,35633.73,25,3,110.73,electronics,1
9248.04,54,110988.86,14,19,1.47,grocery,0
2869.9,41,83726.77,13,11,17.92,travel,0
3462.23,31,28370.73,8,13,20.24,utilities,0
6282.24,40,223542.53,15,16,3.95,entertainment,0
1643.97,42,68193.78,13,10,13.56,utilities,0
4120.12,31,28694.47,16,21,18.51,grocery,0
6980.8,32,100431.28,9,15,33.06,entertainment,0
2635.22,27,30290.21,14,12,18.64,utilities,0
3095.92,46,31016.38,13,19,29.83,grocery,0
3605.51,30,34100.42,10,11,6.05,travel,0
1823.7,31,36478.39,14,3,27.78,utilities,0
12519.95,31,96519.21,21,13,28.51,electronics,0
25057.15,44,66566.75,13,16,15.35,utilities,0
1457.83,52,38238.62,13,16,3.74,electronics,0
2849.35,32,137121.4,14,10,1.62,travel,0
1075.11,54,105563.34,13,10,15.54,utilities,0
4992.95,29,66566.17,10,14,10.65,utilities,0
10939.11,44,42404.49,12,11,15.97,utilities,0
8471.92,29,96528.59,15,15,2.66,travel,0
11590.76,32,36389.58,16,10,15.23,travel,0
2981.97,18,135626.37,11,18,2.56,utilities,0
12168.19,27,97897.21,25,11,3.23,electronics,0
1713.59,27,48433.85,13,13,6.59,grocery,0
2911.83,28,34089.47,19,18,12.42,grocery,0
20000.19,29,23047.85,20,10,34.81,electronics,0
7445.23,27,64539.87,13,22,27.53,utilities,0
5345.38,22,36159.92,13,15,26.29,grocery,0
7538.21,31,101834.45,12,8,3.28,entertainment,0
13640.96,21,146286.17,17,9,17.57,travel,0
1978.92,30,44819.25,14,13,16.52,travel,0
4883.45,42,57143.88,13,11,2.09,entertainment,0
11958.86,43,45994.41,13,14,31.48,entertainment,0
7128.24,26,152649.99,9,11,1.83,utilities,0
2689.71,31,112885.44,9,15,7.26,travel,0
9524.99,31,89614.01,20,9,16.23,entertainment,0
11232.1,42,24351.85,14,13,11.89,utilities,0
1430.73,35,66801.09,13,18,16.57,grocery,0
4463.73,32,64193.73,10,13,2.88,travel,0
9394.75,21,29334.16,27,4,120.48,travel,1
4247.07,18,74294.24,15,10,1.33,entertainment,0
1943.69,59,89231.7,13,20,0.0,entertainment,0
9336.71,40,71167.49,20,13,12.1,utilities,0
1247.59,23,52141.5,15,13,4.48,entertainment,0
33628.84,33,50333.69,17,19,29.18,electronics,0
2953.84,46,61130.02,17,18,3.81,electronics,0
2926.62,40,61775.76,13,11,1.74,electronics,0
1176.19,25,161361.99,13,14,2.65,travel,0
6237.56,37,52126.13,19,22,13.82,utilities,0
4084.58,19,42826.97,13,11,11.22,travel,0
2518.75,35,72769.85,11,13,30.74,grocery,0
11816.74,19,42136.05,14,14,19.25,entertainment,0
1838.95,29,105013.19,10,19,28.06,grocery,0
7640.34,51,144370.34,11,13,26.2,entertainment,0
2405.3,18,64408.21,20,18,0.0,electronics,0
3281.45,22,53211.99,22,12,17.96,electronics,0
6473.17,45,80835.36,15,10,15.91,entertainment,0
8491.95,27,79714.92,18,10,19.2,travel,1
7423.69,39,127849.53,18,15,28.03,electronics,0
4889.35,30,108491.05,13,11,2.19,utilities,0
5035.46,31,99023.27,19,12,10.04,travel,0
5082.78,56,48023.39,6,13,15.68,entertainment,0
3522.35,48,71384.83,13,15,29.84,grocery,0
5780.3,28,87917.41,13,12,9.69,travel,0
4949.1,39,145170.83,13,18,12.14,utilities,0
9975.19,46,60578.63,13,10,14.47,travel,0
7443.63,28,139244.12,13,16,24.53,entertainment,0
1737.17,41,55511.67,12,10,15.56,travel,0
5453.5,27,101288.62,12,12,2.19,entertainment,0
34969.57,21,131108.49,39,3,102.05,travel,1
3806.64,48,115172.07,15,14,1.85,utilities,0
8411.86,19,101575.84,40,5,129.28,electronics,1
2162.31,35,85355.84,18,14,0.86,grocery,0
5039.7,23,50586.19,10,12,2.68,travel,0
13524.64,37,136746.09,22,9,19.53,electronics,1
4861.9,22,30223.71,13,13,0.64,travel,0
4063.13,29,33839.54,12,12,21.06,grocery,0
8138.1,32,81731.94,14,15,10.61,utilities,0
2528.06,27,62865.22,13,8,27.9,travel,0
2185.04,30,81629.52,30,15,13.09,electronics,0
1385.35,29,50162.43,13,13,8.15,electronics,0
2368.69,29,196700.01,12,11,8.34,utilities,0
1305.01,28,42558.6,22,15,29.5,grocery,0
1954.37,25,187545.29,14,10,8.56,utilities,0
7140.69,30,29065.86,24,9,18.58,electronics,1
1909.61,38,100058.95,22,10,23.88,entertainment,0
6931.26,24,45187.85,12,12,8.39,travel,0
7021.93,32,48174.22,13,11,5.49,travel,0
9506.08,32,44853.51,13,16,20.31,travel,0
17073.59,30,73898.05,13,15,4.1,travel,0
12207.12,26,85111.26,13,8,29.64,travel,0
18336.05,21,37181.55,24,10,16.14,grocery,1
26034.37,48,31044.04,20,13,14.88,grocery,1
3863.17,20,37377.4,13,13,1.72,grocery,0
1338.81,53,37695.49,20,12,23.9,grocery,0
2772.41,21,45927.29,20,15,2.54,grocery,0
4094.29,26,24661.46,13,12,30.63,electronics,0
3934.74,46,80795.82,18,14,18.66,utilities,0
12894.32,41,62161.76,29,13,30.17,travel,1
4642.61,35,46926.93,12,14,7.51,entertainment,0
1604.87,33,49939.93,14,10,20.31,grocery,0
5587.68,25,68628.47,18,15,8.33,travel,0
20865.29,23,55719.6,36,1,19.87,grocery,1
3064.67,29,94875.88,13,7,12.96,electronics,0
1833.26,39,9125.97,23,12,3.43,electronics,0
5847.6,37,118909.61,20,13,20.29,electronics,0
4148.97,30,77237.79,28,20,17.15,electronics,0
30901.35,36,59120.78,34,2,57.77,electronics,1
5229.48,46,32010.9,14,9,6.43,entertainment,0
2532.75,18,81477.68,13,12,32.28,grocery,0
1599.37,49,30484.16,14,21,13.38,grocery,0
1448.27,18,69403.66,15,16,7.19,grocery,0
5204.04,32,54322.07,10,16,28.88,utilities,0
1862.68,31,26086.33,20,9,14.26,electronics,0
13682.76,29,78684.38,13,17,21.7,travel,0
1863.55,41,116534.5,18,14,1.83,utilities,0
6666.53,19,98664.67,13,15,0.22,entertainment,0
3030.45,34,123078.26,18,13,8.09,utilities,0
4985.93,34,136977.02,13,20,16.45,travel,0
2770.58,39,79404.84,13,14,1.22,travel,0
1593.57,52,41892.91,17,18,13.84,grocery,0
8100.7,28,69416.47,12,11,3.47,travel,0
6656.21,18,20399.85,16,11,3.06,electronics,0
1041.17,32,37565.78,20,15,20.55,grocery,0
1582.74,38,146418.18,18,15,15.13,entertainment,0
2196.15,19,32565.35,12,19,0.99,utilities,0
4243.08,19,54603.82,13,14,2.79,travel,0
7939.88,51,52199.49,13,19,2.06,utilities,0
7348.68,23,104266.84,28,9,30.0,travel,0
2871.47,30,75794.49,18,13,15.15,travel,0
6177.99,24,31711.28,20,11,10.32,travel,0
9853.03,43,73222.98,28,14,129.12,grocery,1
9682.4,29,49196.49,16,16,8.87,electronics,0
3714.91,26,81395.46,13,15,1.82,utilities,0
4204.71,25,66885.17,21,13,13.52,entertainment,0
2945.08,35,103173.28,19,14,6.25,utilities,0
2574.09,22,107413.14,14,16,3.97,entertainment,0
1901.01,32,12961.3,17,19,13.94,grocery,0
3301.8,48,88853.38,16,18,15.65,utilities,0
3481.4,27,154713.12,21,16,27.9,grocery,0
3795.52,23,199684.74,13,19,0.27,travel,0
20998.08,32,34751.52,30,2,35.91,travel,1
3114.88,21,90288.07,11,13,0.0,travel,0
11873.89,20,126157.82,13,13,1.8,entertainment,0
7599.41,40,53047.52,35,0,110.58,grocery,1
2193.43,33,71118.92,20,12,22.49,entertainment,0
6400.75,45,78815.41,12,12,2.56,travel,0
1933.17,20,55801.66,16,21,6.9,utilities,0
6605.4,33,115005.81,13,18,6.71,grocery,0
1694.48,53,44262.48,13,10,2.21,electronics,0
2277.93,24,73845.99,13,11,15.62,utilities,0
4865.38,39,29604.66,14,13,20.42,grocery,0
4316.84,40,30605.88,14,11,18.84,entertainment,0
4856.99,34,50288.73,15,19,2.28,utilities,0
3815.57,19,67506.7,13,16,11.34,travel,0
9489.25,30,24095.49,21,8,7.28,travel,0
5502.16,25,49675.27,17,12,33.4,entertainment,0
4036.1,18,92373.32,12,14,21.85,entertainment,0
2448.71,25,35907.07,13,15,9.23,utilities,0
4115.3,49,41420.31,9,14,14.44,electronics,0
6844.45,22,151493.22,17,8,1.66,travel,0
7462.65,21,40478.45,13,16,8.53,grocery,0
6256.93,22,32278.52,23,11,10.23,travel,0
4850.57,38,68009.74,15,14,2.89,travel,0
4899.98,31,60627.46,12,12,26.95,travel,0
10375.58,23,37234.22,22,4,28.21,electronics,1
9158.17,19,44268.79,18,18,9.91,entertainment,0
1975.22,41,43575.88,11,10,4.7,entertainment,0
6852.41,36,58190.29,24,5,89.25,grocery,1
3305.41,21,59356.36,13,13,11.44,electronics,0
4275.96,19,207221.26,11,11,6.86,electronics,0
2514.84,21,249442.69,14,10,3.34,grocery,0
7458.73,50,46431.27,14,13,22.86,grocery,0
2202.73,39,46432.54,13,10,7.71,electronics,0
830.4,50,100412.23,19,11,18.09,utilities,0
3532.12,28,133563.07,11,15,12.72,entertainment,0
1786.3,35,116868.29,20,18,2.9,electronics,0
6186.25,22,28091.24,36,2,95.09,grocery,1
10887.4,56,32270.32,14,18,33.65,grocery,0
9856.3,33,52149.57,19,7,0.26,entertainment,0
5633.08,45,41517.42,10,14,10.27,utilities,0
4800.04,44,20911.17,18,16,4.18,grocery,0
3240.54,21,42324.02,13,15,3.22,travel,0
981.49,25,30432.27,13,14,3.2,travel,0
4103.3,25,42946.4,9,13,22.46,grocery,0
2508.77,29,63925.27,13,13,6.33,electronics,0
4965.43,25,26309.44,34,3,17.94,grocery,1
1126.0,23,71825.91,18,11,2.91,utilities,0
12419.22,25,28845.56,14,9,17.96,entertainment,0
5413.34,19,44913.51,13,14,29.42,entertainment,0
3133.96,18,83436.52,13,15,2.71,electronics,0
6654.46,25,27888.84,14,17,8.47,utilities,0
7597.72,26,75735.98,14,23,6.98,grocery,0
2176.51,40,39784.77,13,15,2.28,utilities,0
11030.66,18,131940.17,13,10,14.18,utilities,0
4787.87,54,75401.03,8,8,27.74,utilities,0
5576.69,37,97646.27,13,12,9.74,entertainment,0
22166.95,26,61102.32,12,18,14.89,travel,0
1508.65,32,34263.6,16,12,15.18,electronics,0
3722.42,28,84982.45,13,14,4.11,utilities,0
3712.32,25,122437.38,16,12,25.89,entertainment,0
8004.31,45,78715.99,12,15,2.07,travel,0
5956.72,34,28614.48,14,14,20.45,grocery,0
4633.59,46,63667.73,11,16,22.25,grocery,0
4912.23,20,35231.85,25,2,125.07,travel,1
9429.96,21,75236.22,14,10,15.62,utilities,0
2723.2,30,29703.53,14,12,1.99,entertainment,0
2768.83,29,22121.81,16,15,6.79,entertainment,0
2876.15,31,107973.03,14,17,14.83,entertainment,0
1452.44,25,54549.46,16,19,8.66,grocery,0
11936.93,18,26397.74,13,13,2.79,travel,0
7332.3,31,72096.61,14,10,4.68,entertainment,0
3141.99,29,56074.89,13,2,14.16,travel,0
2689.02,45,118937.69,12,10,19.74,travel,0
2531.39,49,180550.21,13,15,10.8,grocery,0
11793.39,23,47470.21,25,0,21.57,electronics,1
3286.57,30,36986.35,16,17,9.49,utilities,0
2764.02,28,58459.51,21,9,7.44,travel,0
5830.93,27,48585.09,12,21,2.59,utilities,0
1250.98,48,67306.53,13,20,0.0,utilities,0
2437.7,26,63402.59,13,8,3.54,entertainment,0
2904.66,41,84920.93,14,13,11.78,travel,0
6112.83,19,70573.62,21,8,14.77,electronics,0
1441.69,49,35684.56,12,14,14.36,grocery,0
2480.68,19,64266.91,12,7,23.12,entertainment,0
7364.94,18,38166.86,29,2,120.14,electronics,1
7290.62,28,36140.8,14,13,10.04,utilities,0
2628.24,35,110753.11,18,14,3.19,entertainment,0
2331.98,34,59358.25,13,13,4.7,entertainment,0
4292.23,48,99080.94,14,13,10.78,utilities,0
5539.11,37,70493.5,17,19,28.17,electronics,0
16990.71,34,112036.1,12,12,10.47,entertainment,0
4029.54,54,143674.98,12,13,1.05,electronics,0
3893.37,48,75833.49,18,11,15.81,entertainment,0
2774.22,27,14645.53,13,14,11.31,travel,0
2052.79,36,55484.36,21,14,24.75,grocery,0
4719.02,27,212329.42,11,13,2.51,electronics,0
3873.01,20,68951.43,16,11,15.71,travel,0
5789.58,47,76895.53,13,13,9.27,entertainment,0
6252.94,18,20966.52,27,2,73.26,travel,1
848.27,33,77588.96,13,16,9.01,grocery,0
1460.9,20,44862.66,11,9,4.99,travel,0
11765.84,39,49016.09,21,12,17.44,electronics,0
9605.06,18,40932.98,18,14,21.34,utilities,0
3155.08,29,56169.21,12,15,14.92,grocery,0
14305.59,22,26600.85,16,18,39.27,electronics,0
3961.19,39,51490.42,7,1,27.11,travel,0
3898.25,41,129352.31,14,15,17.63,utilities,0
12707.42,27,68056.08,14,15,24.26,grocery,0
3059.47,28,48406.26,13,16,14.57,utilities,0
4816.54,47,94093.69,12,14,7.15,utilities,0
4323.96,48,68663.78,12,17,4.23,utilities,0
13135.76,22,81286.02,9,5,9.31,travel,1
8132.95,38,19542.5,13,12,1.13,grocery,0
10986.51,44,43660.64,13,18,0.49,utilities,0
28523.95,23,115093.2,35,12,15.94,electronics,1
3431.68,43,47788.69,13,20,6.27,grocery,0
6267.59,25,37514.78,21,14,2.79,electronics,0
5818.49,31,69724.39,24,15,16.47,travel,0
4123.36,35,60129.45,19,15,26.64,grocery,0
2823.79,31,56978.29,13,12,22.37,entertainment,0
9368.05,28,94745.48,19,9,14.98,utilities,0
3454.01,25,44715.81,12,11,2.62,entertainment,0
2435.23,46,29254.13,13,10,7.17,utilities,0
6676.31,26,69795.37,24,9,20.11,electronics,1
13865.93,40,66386.4,8,14,4.5,travel,0
11155.27,35,37136.99,10,14,0.0,electronics,0
9575.64,45,71057.05,13,9,29.81,entertainment,0
5690.2,42,22851.43,37,0,154.95,electronics,1
3107.0,31,56389.88,13,17,24.67,utilities,0
2189.42,45,86190.73,9,22,12.01,electronics,0
2430.32,33,31565.6,14,20,14.25,grocery,0
2098.3,27,68414.37,14,12,14.72,utilities,0
2867.76,18,32148.86,18,15,19.75,entertainment,0
7135.68,19,86879.78,26,11,17.38,travel,1
3127.15,37,29195.86,14,14,4.23,entertainment,0
1965.84,26,62164.54,11,15,16.64,travel,0
12109.3,29,181323.0,13,15,3.59,electronics,0
1863.26,37,58897.15,13,9,18.2,electronics,0
4693.55,31,33112.17,14,8,3.96,entertainment,0
1783.15,40,57260.39,14,15,1.65,grocery,0
1679.28,65,36306.46,14,10,10.8,grocery,0
3095.59,24,84831.68,12,16,12.19,entertainment,0
3942.17,52,51353.85,12,10,10.27,utilities,0
13546.17,23,33427.22,26,7,103.95,electronics,1
12918.5,37,35056.61,15,20,16.31,entertainment,0
4909.66,29,42081.9,24,20,15.36,grocery,0
15976.28,35,38813.28,35,2,130.0,electronics,1
14106.87,18,33212.24,33,5,88.55,electronics,1
17861.01,41,69789.55,24,2,102.28,electronics,1
10843.59,18,27754.15,15,20,18.93,entertainment,0
14690.6,18,38761.75,20,13,32.71,travel,1
6341.96,28,34976.23,12,8,12.54,travel,0
4962.55,31,92073.14,11,20,11.62,entertainment,0
10266.42,26,77185.76,14,10,28.05,utilities,0
2434.61,38,104210.78,14,14,4.57,utilities,0
3571.56,24,117294.45,14,11,16.91,utilities,0
5602.19,41,66022.06,18,17,2.17,electronics,0
4820.16,31,23831.72,10,17,1.97,travel,0
12575.68,37,88551.84,25,18,4.0,electronics,0
6444.28,25,41585.45,12,9,18.0,grocery,0
11144.99,18,197734.87,13,16,10.95,travel,0
3552.45,30,57430.15,12,17,3.23,electronics,0
2164.75,22,27576.71,14,15,10.14,utilities,0
6870.35,26,38982.74,19,10,4.07,electronics,0
2041.21,32,56149.63,18,11,26.07,utilities,0
7156.69,19,47959.59,14,14,30.99,utilities,0
8152.61,55,43083.83,17,8,6.02,travel,0
29333.17,46,122887.89,11,12,16.46,travel,0
5608.76,18,36162.27,33,13,10.28,electronics,0
5888.48,30,28261.23,14,12,20.03,entertainment,0
8982.96,58,29769.61,13,15,3.93,grocery,0
8090.72,34,25346.6,15,11,17.37,grocery,0
2119.41,31,90112.99,18,8,3.44,entertainment,0
2449.3,29,37210.62,13,10,10.9,electronics,0
981.56,18,63458.42,12,10,26.38,entertainment,0
5261.88,41,128876.67,9,10,21.63,electronics,0
12812.27,31,22256.61,27,3,98.09,travel,1
4605.39,36,43697.56,18,17,5.61,electronics,0
7595.91,29,47659.69,14,6,87.65,grocery,1
3311.08,33,89315.6,12,13,17.39,travel,0
3343.13,39,207965.37,17,14,9.12,travel,0
2494.09,24,52109.67,14,14,3.97,entertainment,0
2266.59,48,147901.66,18,23,17.19,grocery,0
7984.86,42,46423.54,13,12,22.69,travel,0
2656.36,32,137559.63,11,10,2.38,electronics,0
6020.51,18,31095.38,23,20,62.99,electronics,1
3615.06,51,79041.21,19,15,3.91,utilities,0
4211.07,36,62407.45,15,15,21.52,utilities,0
6740.72,29,51131.11,15,10,28.1,travel,0
4279.14,26,54377.25,14,15,2.62,travel,0
4784.24,27,127435.9,21,12,17.12,travel,0
11193.68,39,30644.46,14,9,12.14,electronics,0
2896.02,18,46675.85,11,13,16.89,entertainment,0
8291.78,29,61041.68,14,18,12.87,utilities,0
3613.07,18,70091.46,13,12,2.66,travel,0
14237.92,48,48799.11,19,14,16.9,grocery,0
4835.55,56,65028.71,14,15,7.24,entertainment,0
3182.58,34,69050.57,15,16,16.16,utilities,0
4193.62,34,55560.91,12,13,25.26,entertainment,0
1126.67,25,95759.91,11,14,17.56,grocery,0
4555.61,47,68355.59,13,14,16.14,utilities,0
6764.36,39,75674.77,17,14,16.12,electronics,0
6497.54,50,35422.78,12,14,2.61,travel,0
12301.14,38,40030.64,10,10,33.97,electronics,0
2672.05,19,70058.59,13,15,20.37,electronics,0
4997.07,38,73318.87,15,11,2.93,travel,0
2747.95,23,64941.31,35,12,20.37,electronics,0
9706.91,34,83696.33,14,12,6.1,utilities,0
1418.09,19,81464.43,14,9,21.37,utilities,0
14101.51,19,45575.84,27,8,47.12,electronics,1
7713.0,32,35766.31,12,20,17.84,grocery,0
1596.65,28,78180.98,13,18,13.74,utilities,0
10017.47,20,71763.67,14,11,15.29,travel,0
14332.71,44,69261.67,37,2,15.88,grocery,1
7103.71,23,88286.72,10,18,7.99,travel,0
2482.05,42,38077.77,14,9,3.89,travel,0
3905.91,22,72069.78,16,17,17.38,travel,0
13465.75,18,35403.84,25,2,111.78,grocery,1
4624.99,26,27552.13,36,14,29.88,grocery,1
2607.79,35,94775.86,15,11,3.67,utilities,0
5368.05,45,26333.89,36,5,27.05,travel,1
3582.63,25,163871.91,18,13,17.73,grocery,0
