transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
7309.39,58,55433.22,14,19,16.52,entertainment,0
2559.43,68,156487.55,12,16,1.94,grocery,0
3082.04,43,82978.79,12,12,0.29,utilities,0
10824.28,50,38149.32,18,15,15.47,entertainment,0
3884.29,26,45385.25,20,20,8.69,travel,0
7963.05,33,142528.66,18,19,2.65,grocery,0
2559.6,25,110719.01,13,13,1.4,grocery,0
2846.51,50,161148.58,9,15,5.76,grocery,0
9275.58,43,72541.83,15,13,0.26,travel,0
3161.02,30,31662.01,20,0,13.89,travel,0
3440.8,24,112190.53,10,12,21.29,utilities,0
6041.78,50,68126.58,14,14,3.38,utilities,0
6271.69,39,70647.32,19,15,0.95,grocery,0
3662.25,38,158036.21,9,15,0.81,grocery,0
12675.22,43,116522.85,10,13,15.81,grocery,0
11629.95,45,94862.66,14,14,3.88,utilities,0
1323.67,47,45274.71,14,12,10.96,electronics,0
1184.04,41,68321.89,12,16,6.7,electronics,0
4143.38,28,27327.33,20,10,0.07,electronics,0
5598.38,35,142001.36,15,21,7.18,travel,0
4399.42,29,36264.16,22,14,1.11,electronics,0
2845.0,48,82109.15,20,11,0.1,grocery,0
1609.41,49,72374.32,17,12,7.91,grocery,0
8973.98,18,96299.79,11,15,0.8,electronics,0
17793.68,50,30135.14,38,3,54.33,grocery,1
35271.79,35,169070.33,25,11,14.94,grocery,1
2321.91,47,141747.48,14,12,5.16,utilities,0
3418.01,30,316986.15,19,13,0.45,utilities,0
6339.6,26,127007.16,14,15,4.46,grocery,0
6039.75,24,146773.91,16,19,3.13,utilities,0
8287.27,38,86337.64,10,6,1.19,grocery,0
4650.6,46,74302.01,15,12,0.74,entertainment,0
8294.33,18,111612.71,13,13,1.29,electronics,0
3791.22,25,29424.93,20,12,6.22,grocery,0
15347.71,42,15214.92,29,1,30.55,travel,1
20949.68,40,47742.94,11,15,18.78,travel,0
5741.13,37,36428.84,26,4,24.08,electronics,1
12676.8,38,60707.01,11,16,2.29,travel,0
3216.67,26,159113.66,10,15,13.9,electronics,0
3304.75,31,110576.97,11,8,3.19,grocery,0
15058.52,21,39839.03,15,7,4.74,travel,0
4905.46,43,114035.0,16,17,19.3,utilities,0
980.95,41,52785.14,13,18,5.03,grocery,0
4050.62,18,33868.47,35,1,6.66,travel,1
4138.65,28,87332.78,26,1,16.37,travel,1
8895.91,37,58860.73,9,11,15.44,grocery,0
3791.36,30,95145.67,13,16,1.4,utilities,0
6609.92,33,21754.4,13,19,21.3,utilities,0
5440.38,22,110695.46,13,14,5.83,grocery,0
5791.8,35,95464.99,14,17,0.45,entertainment,0
8422.15,34,93925.59,15,15,0.31,grocery,0
1350.46,43,58046.22,11,11,12.85,electronics,0
3571.13,28,21256.94,11,15,4.3,utilities,0
42945.49,18,72236.5,9,15,11.42,entertainment,0
7686.4,18,14898.52,23,7,11.87,grocery,0
12617.65,18,58015.62,29,7,172.62,electronics,1
3628.96,44,51077.05,16,13,10.53,grocery,0
3683.3,18,125006.66,11,16,6.33,entertainment,0
3966.86,39,70239.93,15,13,2.58,travel,0
5807.99,30,85483.2,16,15,0.32,electronics,0
3206.37,58,39777.63,8,20,6.91,travel,0
5487.69,33,54664.92,15,17,4.5,grocery,0
3717.11,46,128651.7,17,15,3.88,utilities,0
19525.47,25,123521.81,22,23,43.49,grocery,0
5572.08,48,67550.96,15,9,19.22,entertainment,0
1394.72,33,52332.97,9,10,2.84,grocery,0
7999.81,28,100635.37,10,15,1.48,electronics,0
3883.82,24,149751.17,22,10,13.95,travel,0
24526.82,31,108349.31,23,23,94.15,grocery,1
1445.89,18,79534.98,10,10,4.05,entertainment,0
1768.35,21,104866.26,18,13,2.64,entertainment,0
13354.77,39,67911.16,29,7,6.63,utilities,1
3676.95,34,129735.42,14,13,2.5,grocery,0
6847.32,39,193540.25,7,12,19.67,utilities,0
4165.92,45,106183.66,16,16,6.12,grocery,0
22613.55,45,118788.34,31,1,202.2,entertainment,1
13104.99,21,76974.72,16,15,0.58,travel,0
3850.11,40,48175.98,15,10,3.02,travel,0
6076.64,29,52173.91,20,16,17.77,utilities,0
4988.36,41,290479.38,20,11,2.19,travel,0
5619.25,57,225795.01,10,14,12.5,utilities,0
5600.18,36,39893.99,15,11,6.21,entertainment,0
5218.05,37,66980.46,35,3,132.82,electronics,1
14458.36,45,66503.66,11,11,0.3,grocery,0
5067.27,31,65183.61,14,12,1.37,utilities,0
10625.85,44,24975.13,32,1,30.6,travel,1
4915.02,37,150901.93,12,15,1.25,entertainment,0
5625.78,45,141455.04,12,10,7.77,travel,0
5316.83,42,36062.47,15,7,9.42,utilities,0
5119.29,56,102884.0,11,9,5.94,electronics,0
2396.68,38,54240.3,15,11,4.15,electronics,0
4625.38,41,230198.52,16,13,6.12,utilities,0
3392.34,22,52416.78,18,10,2.63,entertainment,0
77623.98,39,231807.13,9,17,5.91,grocery,0
7988.74,56,73038.12,11,10,6.6,entertainment,0
9730.98,50,34931.39,15,20,1.19,utilities,0
15517.03,57,316303.08,11,11,11.75,utilities,0
2974.26,37,43995.23,17,11,5.8,grocery,0
11196.72,40,32915.99,31,4,43.61,travel,1
11040.0,36,120692.34,14,14,1.36,utilities,0
10125.31,34,43662.92,23,10,8.2,electronics,0
16793.01,20,74327.99,12,21,8.58,utilities,0
13568.37,37,74592.44,19,10,5.73,grocery,0
5420.14,38,33177.01,18,12,7.62,grocery,0
4603.01,48,298455.48,22,9,1.63,grocery,0
5981.36,26,17781.71,20,17,7.59,travel,0
1616.0,39,136003.61,12,15,20.17,electronics,0
4428.35,34,149589.85,22,15,0.83,grocery,0
1869.83,18,34138.75,15,23,27.69,grocery,0
3668.45,26,99889.87,15,13,7.28,grocery,0
6991.07,38,60519.77,16,13,4.41,utilities,0
2618.71,40,71317.44,18,9,5.59,grocery,0
28503.8,25,74157.47,18,8,3.11,travel,0
2357.95,18,54107.77,16,13,22.53,grocery,0
6059.78,35,210842.47,19,21,2.51,entertainment,0
5166.04,49,129999.05,17,16,0.59,utilities,0
11121.15,18,136975.64,12,13,14.69,electronics,0
11929.42,43,103696.93,8,15,17.83,grocery,0
14150.6,42,41392.38,11,17,0.6,grocery,0
7950.77,27,158872.97,13,16,2.0,electronics,0
4369.99,18,453363.55,14,13,0.41,utilities,0
8003.56,35,129453.36,19,18,1.38,entertainment,0
11808.71,49,174728.36,16,16,11.23,electronics,0
2439.28,28,74584.49,26,2,59.6,electronics,1
6090.95,18,111993.09,15,4,2.52,grocery,0
3183.13,55,150209.24,17,15,11.08,entertainment,0
3976.42,36,82017.49,15,10,6.7,grocery,0
5999.24,31,39320.79,13,14,0.55,electronics,0
6469.04,37,58637.91,14,13,11.84,grocery,0
10141.18,34,31499.12,12,10,2.84,travel,0
2952.58,40,208028.9,10,20,15.68,grocery,0
6111.86,56,226176.5,16,15,0.18,utilities,0
3431.1,22,20221.01,9,19,2.46,utilities,0
14666.76,26,82600.75,26,1,76.39,travel,1
14981.01,18,136679.47,12,22,10.52,grocery,0
14968.91,34,100289.58,30,4,8.72,travel,1
3398.64,48,73394.78,13,22,0.55,utilities,0
9943.13,36,155674.52,11,18,3.01,travel,0
2475.76,37,95596.64,9,19,2.23,utilities,0
18731.21,18,81839.84,21,5,3.32,grocery,1
17132.63,25,9125.97,9,18,7.97,grocery,0
2782.96,58,385188.43,12,14,1.05,entertainment,0
2557.74,40,97234.12,10,11,6.67,entertainment,0
8711.34,51,94687.1,16,15,17.6,utilities,0
4391.98,42,87012.86,15,12,7.53,utilities,0
15390.4,44,57590.59,39,5,20.96,electronics,1
2803.56,43,111984.37,18,15,3.01,grocery,0
1385.98,33,174558.07,23,9,3.41,grocery,0
8177.12,20,56940.81,17,19,12.8,grocery,0
22292.46,18,103266.38,25,1,41.17,grocery,1
9979.96,47,56089.62,13,9,6.44,grocery,0
3427.53,30,135114.24,12,15,1.48,grocery,0
5602.2,41,58805.67,16,15,2.4,entertainment,0
6036.93,46,36827.77,16,8,1.62,grocery,0
4990.95,47,91182.67,15,15,6.38,electronics,0
7477.16,36,52465.32,13,9,7.42,grocery,0
24335.76,46,66331.71,28,4,77.71,electronics,1
4615.58,64,157578.48,17,12,6.6,entertainment,0
5983.74,43,56754.63,22,13,1.93,entertainment,0
5027.6,32,125025.56,16,14,0.24,entertainment,0
2605.27,34,64093.81,12,17,4.76,grocery,0
6325.89,47,61469.66,21,13,1.87,grocery,0
5768.66,48,129522.56,16,23,18.08,entertainment,0
4957.58,52,221299.06,19,14,3.64,grocery,0
1331.3,45,124085.96,15,17,3.97,electronics,0
2866.31,50,58890.88,14,9,34.05,grocery,0
18538.83,50,51217.13,10,17,5.19,utilities,0
5688.74,57,144300.86,18,16,0.27,entertainment,0
13819.54,43,185852.31,21,7,4.36,grocery,0
15677.34,27,203134.93,28,4,196.93,travel,1
16089.51,46,59320.99,11,11,7.41,grocery,0
5814.8,52,77423.73,14,10,7.61,grocery,0
2731.57,48,68007.84,16,19,3.43,grocery,0
782.83,28,115029.29,7,11,6.48,utilities,0
4819.43,58,56914.42,10,19,5.22,entertainment,0
2341.01,57,57018.68,15,10,12.74,travel,0
3759.77,45,103447.15,16,14,4.21,electronics,0
3027.97,18,116692.1,15,12,0.46,utilities,0
24652.88,37,79287.81,10,21,23.24,entertainment,0
2441.99,63,83106.38,17,11,6.93,grocery,0
9062.31,24,42729.97,14,9,21.75,grocery,0
5547.06,30,135863.34,13,14,2.97,travel,0
3987.56,43,57608.09,15,15,2.64,electronics,0
3356.7,48,71061.32,14,16,6.57,travel,0
11464.91,32,65053.79,19,10,0.25,grocery,0
10191.8,45,71796.21,8,17,7.05,utilities,0
8138.16,36,14112.32,16,17,7.2,utilities,0
8493.02,39,70544.76,15,13,6.0,entertainment,0
4227.88,40,113328.5,19,9,40.46,entertainment,0
1088.87,18,106457.04,14,21,0.99,grocery,0
3248.18,45,50590.4,18,8,19.7,entertainment,0
1762.1,30,90689.45,20,13,5.64,grocery,0
11945.94,27,47202.4,22,10,4.82,grocery,0
2844.0,34,122117.78,14,12,6.8,utilities,0
4265.82,29,32072.06,20,10,23.16,entertainment,0
5438.4,23,163371.27,22,19,3.71,utilities,0
1859.73,53,54782.2,15,16,1.58,grocery,0
16105.7,18,70840.61,14,11,13.33,entertainment,0
5199.23,33,91560.74,17,14,1.92,electronics,0
20447.33,44,46064.41,22,11,5.09,utilities,0
13556.07,51,67808.52,16,18,7.05,grocery,0
5850.34,47,118390.23,17,12,16.93,entertainment,0
16865.94,36,45943.66,13,6,9.98,entertainment,0
15421.37,63,62298.43,19,17,8.11,grocery,0
4841.63,33,96169.8,12,19,5.22,travel,0
7689.41,35,112976.97,20,14,0.98,entertainment,0
2538.88,50,75722.45,23,20,21.59,travel,0
3467.45,42,184124.48,12,21,2.61,grocery,0
25386.88,22,59739.63,27,4,53.01,electronics,1
3968.11,34,20133.35,15,6,2.84,utilities,0
4438.64,24,105207.67,20,19,15.1,grocery,0
8591.22,38,105230.21,16,11,16.62,electronics,0
17578.05,35,178175.53,16,10,0.26,electronics,0
3803.65,61,135758.78,19,16,1.69,grocery,0
1394.25,36,107972.05,11,13,3.65,grocery,0
6491.07,32,49300.19,14,16,3.43,grocery,0
5694.18,35,84999.96,12,3,2.66,grocery,0
1644.6,26,189748.31,10,10,0.01,utilities,0
20340.37,29,174363.46,9,13,6.32,grocery,0
2436.26,53,59427.0,17,15,18.86,grocery,0
22438.25,28,45186.68,28,1,47.57,electronics,1
10631.08,58,34341.91,20,21,1.09,grocery,0
2788.47,28,46262.7,12,13,4.76,grocery,0
2149.37,46,54290.39,10,14,2.69,grocery,0
4449.26,18,46784.07,17,16,0.97,entertainment,0
8445.08,49,122891.25,12,16,18.41,grocery,0
2543.77,32,310012.31,15,11,5.54,utilities,0
3018.88,29,35788.46,14,19,9.87,electronics,0
6411.72,43,36494.09,19,15,4.59,travel,0
5203.83,50,110659.24,14,11,0.27,travel,0
3879.81,29,82524.68,9,16,3.54,travel,0
1883.37,37,221218.89,13,17,18.96,utilities,0
1977.44,41,60236.49,15,14,1.68,electronics,0
2530.86,35,203406.03,18,10,0.7,entertainment,0
5409.33,18,171683.25,9,18,22.58,utilities,0
11087.6,33,164963.23,14,11,3.41,travel,0
2541.26,35,143551.04,15,17,0.56,travel,0
5178.53,24,84504.85,13,11,13.69,utilities,0
1470.59,18,137638.42,16,16,11.84,grocery,0
15255.12,29,73599.98,21,18,16.12,entertainment,1
2129.09,34,406032.71,20,11,5.61,grocery,0
2810.36,18,61504.62,19,11,32.26,entertainment,0
2587.88,34,46479.57,23,17,6.77,travel,0
3005.57,44,119255.52,15,19,3.9,utilities,0
3516.67,45,171739.28,16,12,6.69,electronics,0
9480.73,35,82897.31,17,15,40.78,travel,0
9450.95,51,69630.14,22,15,17.94,travel,1
4554.19,53,112253.6,15,11,0.3,entertainment,0
3251.79,18,66555.43,18,15,4.58,utilities,0
14952.19,32,48205.44,16,11,4.24,grocery,0
18320.17,54,28532.52,26,4,26.91,travel,1
2758.64,39,69636.86,15,10,0.36,entertainment,0
15893.17,46,67872.56,17,8,27.56,entertainment,0
4057.03,18,32358.47,15,19,16.47,grocery,0
5731.43,39,90685.54,12,13,5.51,utilities,0
11457.05,33,92575.75,12,19,0.69,grocery,0
6478.0,29,32562.97,14,16,7.08,entertainment,0
1898.19,40,63246.6,17,12,4.75,grocery,0
1912.9,31,220985.87,24,13,1.89,entertainment,0
9918.89,25,87469.9,17,16,12.0,grocery,0
2840.35,46,77366.3,11,7,5.21,entertainment,0
4014.93,30,44645.43,16,14,12.64,utilities,0
3815.72,43,48686.52,9,18,3.13,utilities,0
5211.7,45,81298.94,11,12,10.13,grocery,0
5081.21,21,46187.49,10,14,4.39,utilities,0
5546.76,19,84522.82,10,10,5.73,grocery,0
7824.32,20,79162.4,14,8,14.01,entertainment,0
25944.29,24,18065.72,27,11,7.14,utilities,1
3465.78,41,48485.97,21,12,11.82,entertainment,0
2457.01,52,46738.21,20,9,23.51,grocery,0
5205.45,24,106796.51,17,9,9.6,utilities,0
1764.37,37,103276.64,20,19,3.53,utilities,0
1697.15,39,121113.86,10,9,2.06,grocery,0
4664.69,32,75123.8,11,11,29.15,utilities,0
8745.6,30,37649.4,14,11,26.87,grocery,0
3369.85,33,89468.5,9,15,10.64,utilities,0
5472.46,29,85506.18,14,16,1.73,grocery,0
12427.72,35,128493.94,21,17,2.45,entertainment,0
4053.65,19,106066.74,16,11,5.73,electronics,0
6294.68,53,54097.43,25,15,1.9,grocery,0
8742.94,50,56741.02,9,16,9.41,grocery,0
5866.57,45,93607.97,7,15,11.62,grocery,0
841.93,40,66919.06,21,16,0.08,utilities,0
9244.13,37,34769.09,13,11,0.42,entertainment,0
1930.67,48,183383.75,17,9,2.97,utilities,0
13498.7,47,25131.32,24,14,52.74,travel,1
7412.55,54,109657.94,15,13,8.07,grocery,0
6047.36,42,127834.91,19,15,10.91,utilities,0
5815.74,40,76879.97,19,14,18.54,entertainment,0
3838.84,30,82267.99,11,14,0.3,grocery,0
9328.89,37,32652.36,23,17,0.34,utilities,0
4610.2,20,24642.88,16,10,2.36,grocery,0
9577.4,36,59815.01,18,17,7.44,electronics,0
9268.68,21,86933.77,20,12,11.04,utilities,0
13082.58,44,323588.02,13,11,2.15,electronics,0
2463.06,60,135413.79,14,15,1.4,electronics,0
5108.5,18,82494.45,15,12,0.27,utilities,0
6509.55,43,47035.46,14,18,11.4,electronics,0
5742.58,46,61457.59,17,10,3.12,electronics,0
6665.84,18,51787.68,17,13,5.08,utilities,0
4469.1,23,119770.49,11,16,7.47,grocery,0
17380.77,37,21854.3,26,5,76.03,utilities,1
9752.95,53,87585.01,14,14,6.16,grocery,0
3809.87,43,96144.1,16,10,18.69,grocery,0
837.34,44,63346.98,19,18,0.47,grocery,0
10711.79,24,81280.04,12,16,16.4,grocery,0
6609.51,18,69346.87,16,7,20.16,grocery,0
2720.23,48,99325.59,12,12,2.46,entertainment,0
3401.03,18,189960.24,14,12,11.87,electronics,0
5158.59,40,42512.24,16,11,11.76,entertainment,0
4050.73,51,64777.79,22,9,10.21,grocery,0
1942.04,37,173219.96,11,13,3.42,entertainment,0
16855.62,35,30760.51,12,17,10.56,entertainment,0
4800.94,21,121789.42,13,16,3.31,grocery,0
5157.73,39,130058.97,12,12,15.82,utilities,0
6838.12,22,46063.0,13,14,3.23,travel,0
7178.1,18,46740.6,33,7,18.08,entertainment,1
13948.13,23,49647.25,8,8,0.2,utilities,0
19494.51,42,25542.65,29,5,73.49,electronics,1
8604.2,55,94583.5,29,7,24.3,travel,1
13491.36,31,170723.04,13,16,16.75,grocery,0
5208.91,42,42915.47,14,9,2.4,electronics,0
6870.21,19,367583.42,18,15,13.62,utilities,0
7046.23,47,296610.63,9,11,8.33,utilities,0
3228.43,27,119810.87,19,19,0.61,grocery,0
28075.29,49,106246.42,24,2,1.74,utilities,1
4390.12,23,178757.24,10,11,3.52,grocery,0
7789.55,41,75273.2,12,15,0.44,grocery,0
4099.03,29,78127.42,13,20,5.33,utilities,0
6404.66,24,64796.08,13,14,17.49,grocery,0
13512.58,45,29117.04,29,20,88.9,entertainment,1
9859.22,28,95563.29,16,21,0.1,entertainment,0
6305.78,26,94236.86,22,10,14.11,travel,0
4892.06,22,77359.47,23,13,9.15,electronics,0
6145.27,28,160369.01,16,19,7.6,grocery,0
2115.99,22,29630.43,10,19,0.24,entertainment,0
16105.67,21,80604.59,20,15,4.35,utilities,0
6558.26,36,60200.18,7,6,10.69,entertainment,0
4387.11,40,76423.35,16,8,2.6,entertainment,0
2204.93,55,70273.76,15,20,10.21,grocery,0
4716.5,58,26206.86,17,8,14.63,grocery,0
14416.78,33,112210.0,25,11,93.01,travel,1
5712.94,36,106078.34,16,14,3.98,grocery,0
1544.07,39,63612.02,8,17,1.04,electronics,0
2943.64,28,190794.72,18,3,2.96,utilities,0
2960.12,34,81692.15,11,16,7.25,entertainment,0
5917.86,47,215567.34,14,4,1.96,electronics,0
4318.14,18,105114.25,15,12,3.84,grocery,0
3955.64,48,147265.83,18,10,0.85,electronics,0
2949.05,33,49910.35,19,12,17.59,utilities,0
5680.37,22,106018.05,15,12,2.08,electronics,0
3641.31,63,149038.09,23,8,9.88,grocery,0
5925.66,26,62595.29,21,12,0.56,electronics,0
3957.9,31,349672.93,18,20,2.38,grocery,0
12758.23,37,154728.5,16,21,2.09,entertainment,0
6692.6,43,82296.54,14,13,4.5,utilities,0
7430.26,34,89002.77,17,19,6.34,entertainment,0
6805.41,62,417306.44,12,13,0.01,entertainment,0
3797.11,32,73729.02,22,14,8.18,grocery,0
23932.14,55,57108.28,26,1,3.61,travel,1
5652.44,32,138137.99,17,11,3.09,grocery,0
6397.75,45,91801.12,18,10,37.78,grocery,0
8334.23,47,51620.13,20,15,0.49,electronics,0
7797.99,42,242961.63,16,19,0.16,grocery,0
9409.49,27,82485.2,16,10,4.38,entertainment,0
11199.74,18,190954.98,22,15,22.52,utilities,0
2733.71,41,33761.11,11,16,9.51,grocery,0
12405.81,18,135457.23,14,14,3.98,grocery,0
13374.71,58,85430.01,10,20,0.86,travel,0
5853.62,37,114274.35,13,10,23.48,electronics,0
3795.34,26,65369.33,15,9,8.17,electronics,0
1980.06,18,260244.76,17,12,0.13,travel,0
7373.95,18,131345.5,12,15,5.0,entertainment,0
1827.96,33,59531.45,16,16,6.79,utilities,0
2905.28,33,105271.36,11,19,8.32,entertainment,0
4716.27,38,141348.19,36,1,1.75,electronics,1
9867.96,35,81194.59,13,22,1.42,electronics,0
