transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
40922.88,21,146286.17,17,9,17.57,travel,0
5936.76,30,44819.25,14,13,16.52,travel,0
14650.349999999999,42,57143.88,13,11,2.09,entertainment,0
35876.58,43,45994.41,13,14,31.48,entertainment,0
21384.72,26,152649.99,9,11,1.83,utilities,1
8069.13,31,112885.44,9,15,7.26,travel,0
28574.97,31,89614.01,20,9,16.23,entertainment,1
33696.3,42,24351.85,14,13,11.89,utilities,1
4292.1900000000005,35,66801.09,13,18,16.57,grocery,0
13391.189999999999,32,64193.73,10,13,2.88,travel,0
28184.25,21,29334.16,27,4,120.48,travel,1
12741.21,18,74294.24,15,10,1.33,entertainment,0
5831.07,59,89231.7,13,20,0.0,entertainment,0
28010.129999999997,40,71167.49,20,13,12.1,utilities,1
3742.7699999999995,23,52141.5,15,13,4.48,entertainment,0
100886.51999999999,33,50333.69,17,19,29.18,electronics,0
8861.52,46,61130.02,17,18,3.81,electronics,0
8779.86,40,61775.76,13,11,1.74,electronics,0
3528.57,25,161361.99,13,14,2.65,travel,1
18712.68,37,52126.13,19,22,13.82,utilities,0
12253.74,19,42826.97,13,11,11.22,travel,1
7556.25,35,72769.85,11,13,30.74,grocery,1
35450.22,19,42136.05,14,14,19.25,entertainment,1
5516.85,29,105013.19,10,19,28.06,grocery,0
22921.02,51,144370.34,11,13,26.2,entertainment,0
7215.900000000001,18,64408.21,20,18,0.0,electronics,0
9844.349999999999,22,53211.99,22,12,17.96,electronics,1
19419.510000000002,45,80835.36,15,10,15.91,entertainment,0
25475.850000000002,27,79714.92,18,10,19.2,travel,1
22271.07,39,127849.53,18,15,28.03,electronics,0
14668.050000000001,30,108491.05,13,11,2.19,utilities,0
15106.380000000001,31,99023.27,19,12,10.04,travel,0
15248.34,56,48023.39,6,13,15.68,entertainment,0
10567.05,48,71384.83,13,15,29.84,grocery,0
17340.9,28,87917.41,13,12,9.69,travel,1
14847.300000000001,39,145170.83,13,18,12.14,utilities,0
29925.57,46,60578.63,13,10,14.47,travel,1
22330.89,28,139244.12,13,16,24.53,entertainment,0
5211.51,41,55511.67,12,10,15.56,travel,0
16360.5,27,101288.62,12,12,2.19,entertainment,1
104908.70999999999,21,131108.49,39,3,102.05,travel,1
11419.92,48,115172.07,15,14,1.85,utilities,0
25235.58,19,101575.84,40,5,129.28,electronics,1
6486.93,35,85355.84,18,14,0.86,grocery,0
15119.099999999999,23,50586.19,10,12,2.68,travel,0
40573.92,37,136746.09,22,9,19.53,electronics,1
14585.699999999999,22,30223.71,13,13,0.64,travel,0
12189.39,29,33839.54,12,12,21.06,grocery,1
24414.300000000003,32,81731.94,14,15,10.61,utilities,0
7584.18,27,62865.22,13,8,27.9,travel,1
6555.12,30,81629.52,30,15,13.09,electronics,1
4156.049999999999,29,50162.43,13,13,8.15,electronics,0
7106.07,29,196700.01,12,11,8.34,utilities,0
3915.0299999999997,28,42558.6,22,15,29.5,grocery,1
5863.11,25,187545.29,14,10,8.56,utilities,0
21422.07,30,29065.86,24,9,18.58,electronics,1
5728.83,38,100058.95,22,10,23.88,entertainment,0
20793.78,24,45187.85,12,12,8.39,travel,0
21065.79,32,48174.22,13,11,5.49,travel,0
28518.239999999998,32,44853.51,13,16,20.31,travel,0
51220.770000000004,30,73898.05,13,15,4.1,travel,0
36621.36,26,85111.26,13,8,29.64,travel,0
55008.149999999994,21,37181.55,24,10,16.14,grocery,1
78103.11,48,31044.04,20,13,14.88,grocery,1
11589.51,20,37377.4,13,13,1.72,grocery,1
4016.43,53,37695.49,20,12,23.9,grocery,0
8317.23,21,45927.29,20,15,2.54,grocery,0
12282.869999999999,26,24661.46,13,12,30.63,electronics,1
11804.22,46,80795.82,18,14,18.66,utilities,0
38682.96,41,62161.76,29,13,30.17,travel,1
13927.829999999998,35,46926.93,12,14,7.51,entertainment,0
4814.61,33,49939.93,14,10,20.31,grocery,0
16763.04,25,68628.47,18,15,8.33,travel,0
62595.87,23,55719.6,36,1,19.87,grocery,1
9194.01,29,94875.88,13,7,12.96,electronics,1
5499.78,39,9125.97,23,12,3.43,electronics,0
17542.800000000003,37,118909.61,20,13,20.29,electronics,1
12446.91,30,77237.79,28,20,17.15,electronics,1
92704.04999999999,36,59120.78,34,2,57.77,electronics,1
15688.439999999999,46,32010.9,14,9,6.43,entertainment,0
7598.25,18,81477.68,13,12,32.28,grocery,1
4798.11,49,30484.16,14,21,13.38,grocery,0
4344.8099999999995,18,69403.66,15,16,7.19,grocery,1
15612.119999999999,32,54322.07,10,16,28.88,utilities,1
5588.04,31,26086.33,20,9,14.26,electronics,0
41048.28,29,78684.38,13,17,21.7,travel,1
5590.65,41,116534.5,18,14,1.83,utilities,1
19999.59,19,98664.67,13,15,0.22,entertainment,0
9091.349999999999,34,123078.26,18,13,8.09,utilities,0
14957.79,34,136977.02,13,20,16.45,travel,1
8311.74,39,79404.84,13,14,1.22,travel,0
4780.71,52,41892.91,17,18,13.84,grocery,0
24302.1,28,69416.47,12,11,3.47,travel,0
19968.63,18,20399.85,16,11,3.06,electronics,1
3123.51,32,37565.78,20,15,20.55,grocery,0
4748.22,38,146418.18,18,15,15.13,entertainment,1
6588.450000000001,19,32565.35,12,19,0.99,utilities,1
12729.24,19,54603.82,13,14,2.79,travel,0
23819.64,51,52199.49,13,19,2.06,utilities,0
22046.04,23,104266.84,28,9,30.0,travel,0
8614.41,30,75794.49,18,13,15.15,travel,0
18533.97,24,31711.28,20,11,10.32,travel,0
29559.090000000004,43,73222.98,28,14,129.12,grocery,1
29047.199999999997,29,49196.49,16,16,8.87,electronics,1
11144.73,26,81395.46,13,15,1.82,utilities,0
12614.130000000001,25,66885.17,21,13,13.52,entertainment,0
8835.24,35,103173.28,19,14,6.25,utilities,1
7722.27,22,107413.14,14,16,3.97,entertainment,0
5703.03,32,12961.3,17,19,13.94,grocery,1
9905.400000000001,48,88853.38,16,18,15.65,utilities,0
10444.2,27,154713.12,21,16,27.9,grocery,0
11386.56,23,199684.74,13,19,0.27,travel,1
62994.240000000005,32,34751.52,30,2,35.91,travel,1
9344.64,21,90288.07,11,13,0.0,travel,0
35621.67,20,126157.82,13,13,1.8,entertainment,1
22798.23,40,53047.52,35,0,110.58,grocery,1
6580.289999999999,33,71118.92,20,12,22.49,entertainment,1
19202.25,45,78815.41,12,12,2.56,travel,0
5799.51,20,55801.66,16,21,6.9,utilities,0
19816.199999999997,33,115005.81,13,18,6.71,grocery,0
5083.4400000000005,53,44262.48,13,10,2.21,electronics,0
6833.789999999999,24,73845.99,13,11,15.62,utilities,1
14596.14,39,29604.66,14,13,20.42,grocery,0
12950.52,40,30605.88,14,11,18.84,entertainment,0
14570.97,34,50288.73,15,19,2.28,utilities,0
11446.710000000001,19,67506.7,13,16,11.34,travel,0
28467.75,30,24095.49,21,8,7.28,travel,0
16506.48,25,49675.27,17,12,33.4,entertainment,0
12108.3,18,92373.32,12,14,21.85,entertainment,0
7346.13,25,35907.07,13,15,9.23,utilities,0
12345.900000000001,49,41420.31,9,14,14.44,electronics,0
20533.35,22,151493.22,17,8,1.66,travel,0
22387.949999999997,21,40478.45,13,16,8.53,grocery,0
18770.79,22,32278.52,23,11,10.23,travel,0
14551.71,38,68009.74,15,14,2.89,travel,0
14699.939999999999,31,60627.46,12,12,26.95,travel,0
31126.739999999998,23,37234.22,22,4,28.21,electronics,1
27474.510000000002,19,44268.79,18,18,9.91,entertainment,1
5925.66,41,43575.88,11,10,4.7,entertainment,0
20557.23,36,58190.29,24,5,89.25,grocery,1
9916.23,21,59356.36,13,13,11.44,electronics,0
12827.880000000001,19,207221.26,11,11,6.86,electronics,1
7544.52,21,249442.69,14,10,3.34,grocery,0
22376.19,50,46431.27,14,13,22.86,grocery,0
6608.1900000000005,39,46432.54,13,10,7.71,electronics,0
2491.2,50,100412.23,19,11,18.09,utilities,1
10596.36,28,133563.07,11,15,12.72,entertainment,1
5358.9,35,116868.29,20,18,2.9,electronics,0
18558.75,22,28091.24,36,2,95.09,grocery,1
32662.199999999997,56,32270.32,14,18,33.65,grocery,0
29568.899999999998,33,52149.57,19,7,0.26,entertainment,1
16899.239999999998,45,41517.42,10,14,10.27,utilities,0
14400.119999999999,44,20911.17,18,16,4.18,grocery,1
9721.619999999999,21,42324.02,13,15,3.22,travel,0
2944.4700000000003,25,30432.27,13,14,3.2,travel,1
12309.900000000001,25,42946.4,9,13,22.46,grocery,0
7526.3099999999995,29,63925.27,13,13,6.33,electronics,0
14896.29,25,26309.44,34,3,17.94,grocery,1
3378.0,23,71825.91,18,11,2.91,utilities,0
37257.659999999996,25,28845.56,14,9,17.96,entertainment,1
16240.02,19,44913.51,13,14,29.42,entertainment,1
9401.880000000001,18,83436.52,13,15,2.71,electronics,0
19963.38,25,27888.84,14,17,8.47,utilities,0
22793.16,26,75735.98,14,23,6.98,grocery,0
6529.530000000001,40,39784.77,13,15,2.28,utilities,0
33091.979999999996,18,131940.17,13,10,14.18,utilities,1
14363.61,54,75401.03,8,8,27.74,utilities,1
16730.07,37,97646.27,13,12,9.74,entertainment,0
66500.85,26,61102.32,12,18,14.89,travel,0
4525.950000000001,32,34263.6,16,12,15.18,electronics,1
11167.26,28,84982.45,13,14,4.11,utilities,0
11136.960000000001,25,122437.38,16,12,25.89,entertainment,1
24012.93,45,78715.99,12,15,2.07,travel,0
17870.16,34,28614.48,14,14,20.45,grocery,0
13900.77,46,63667.73,11,16,22.25,grocery,0
14736.689999999999,20,35231.85,25,2,125.07,travel,1
28289.879999999997,21,75236.22,14,10,15.62,utilities,0
8169.599999999999,30,29703.53,14,12,1.99,entertainment,1
8306.49,29,22121.81,16,15,6.79,entertainment,1
8628.45,31,107973.03,14,17,14.83,entertainment,1
4357.32,25,54549.46,16,19,8.66,grocery,1
35810.79,18,26397.74,13,13,2.79,travel,0
21996.9,31,72096.61,14,10,4.68,entertainment,0
9425.97,29,56074.89,13,2,14.16,travel,0
8067.0599999999995,45,118937.69,12,10,19.74,travel,1
7594.17,49,180550.21,13,15,10.8,grocery,1
35380.17,23,47470.21,25,0,21.57,electronics,1
9859.710000000001,30,36986.35,16,17,9.49,utilities,1
8292.06,28,58459.51,21,9,7.44,travel,0
17492.79,27,48585.09,12,21,2.59,utilities,0
3752.94,48,67306.53,13,20,0.0,utilities,0
7313.099999999999,26,63402.59,13,8,3.54,entertainment,0
8713.98,41,84920.93,14,13,11.78,travel,0
18338.489999999998,19,70573.62,21,8,14.77,electronics,0
4325.07,49,35684.56,12,14,14.36,grocery,0
7442.039999999999,19,64266.91,12,7,23.12,entertainment,0
22094.82,18,38166.86,29,2,120.14,electronics,1
21871.86,28,36140.8,14,13,10.04,utilities,0
7884.719999999999,35,110753.11,18,14,3.19,entertainment,0
6995.9400000000005,34,59358.25,13,13,4.7,entertainment,0
12876.689999999999,48,99080.94,14,13,10.78,utilities,0
16617.329999999998,37,70493.5,17,19,28.17,electronics,0
50972.13,34,112036.1,12,12,10.47,entertainment,0
12088.619999999999,54,143674.98,12,13,1.05,electronics,0
11680.11,48,75833.49,18,11,15.81,entertainment,1
8322.66,27,14645.53,13,14,11.31,travel,1
6158.37,36,55484.36,21,14,24.75,grocery,1
14157.060000000001,27,212329.42,11,13,2.51,electronics,1
11619.03,20,68951.43,16,11,15.71,travel,0
17368.739999999998,47,76895.53,13,13,9.27,entertainment,1
18758.82,18,20966.52,27,2,73.26,travel,1
2544.81,33,77588.96,13,16,9.01,grocery,0
4382.700000000001,20,44862.66,11,9,4.99,travel,1
35297.520000000004,39,49016.09,21,12,17.44,electronics,0
28815.18,18,40932.98,18,14,21.34,utilities,0
9465.24,29,56169.21,12,15,14.92,grocery,0
42916.770000000004,22,26600.85,16,18,39.27,electronics,0
11883.57,39,51490.42,7,1,27.11,travel,1
11694.75,41,129352.31,14,15,17.63,utilities,0
38122.26,27,68056.08,14,15,24.26,grocery,0
9178.41,28,48406.26,13,16,14.57,utilities,0
14449.619999999999,47,94093.69,12,14,7.15,utilities,0
12971.880000000001,48,68663.78,12,17,4.23,utilities,0
39407.28,22,81286.02,9,5,9.31,travel,1
24398.85,38,19542.5,13,12,1.13,grocery,0
32959.53,44,43660.64,13,18,0.49,utilities,1
85571.85,23,115093.2,35,12,15.94,electronics,1
10295.039999999999,43,47788.69,13,20,6.27,grocery,0
18802.77,25,37514.78,21,14,2.79,electronics,0
17455.47,31,69724.39,24,15,16.47,travel,0
12370.079999999998,35,60129.45,19,15,26.64,grocery,1
8471.369999999999,31,56978.29,13,12,22.37,entertainment,0
28104.149999999998,28,94745.48,19,9,14.98,utilities,0
10362.03,25,44715.81,12,11,2.62,entertainment,0
7305.6900000000005,46,29254.13,13,10,7.17,utilities,0
20028.93,26,69795.37,24,9,20.11,electronics,1
41597.79,40,66386.4,8,14,4.5,travel,0
33465.81,35,37136.99,10,14,0.0,electronics,1
28726.92,45,71057.05,13,9,29.81,entertainment,0
17070.6,42,22851.43,37,0,154.95,electronics,1
9321.0,31,56389.88,13,17,24.67,utilities,1
6568.26,45,86190.73,9,22,12.01,electronics,0
7290.960000000001,33,31565.6,14,20,14.25,grocery,0
6294.900000000001,27,68414.37,14,12,14.72,utilities,1
8603.28,18,32148.86,18,15,19.75,entertainment,0
21407.04,19,86879.78,26,11,17.38,travel,1
9381.45,37,29195.86,14,14,4.23,entertainment,0
5897.5199999999995,26,62164.54,11,15,16.64,travel,0
36327.899999999994,29,181323.0,13,15,3.59,electronics,0
5589.78,37,58897.15,13,9,18.2,electronics,0
14080.650000000001,31,33112.17,14,8,3.96,entertainment,0
5349.450000000001,40,57260.39,14,15,1.65,grocery,1
5037.84,65,36306.46,14,10,10.8,grocery,1
9286.77,24,84831.68,12,16,12.19,entertainment,0
11826.51,52,51353.85,12,10,10.27,utilities,1
40638.51,23,33427.22,26,7,103.95,electronics,1
38755.5,37,35056.61,15,20,16.31,entertainment,0
14728.98,29,42081.9,24,20,15.36,grocery,0
47928.840000000004,35,38813.28,35,2,130.0,electronics,1
42320.61,18,33212.24,33,5,88.55,electronics,1
53583.03,41,69789.55,24,2,102.28,electronics,1
32530.77,18,27754.15,15,20,18.93,entertainment,0
44071.8,18,38761.75,20,13,32.71,travel,1
19025.88,28,34976.23,12,8,12.54,travel,0
14887.650000000001,31,92073.14,11,20,11.62,entertainment,1
30799.260000000002,26,77185.76,14,10,28.05,utilities,1
7303.83,38,104210.78,14,14,4.57,utilities,0
10714.68,24,117294.45,14,11,16.91,utilities,1
16806.57,41,66022.06,18,17,2.17,electronics,0
14460.48,31,23831.72,10,17,1.97,travel,1
37727.04,37,88551.84,25,18,4.0,electronics,1
19332.84,25,41585.45,12,9,18.0,grocery,0
33434.97,18,197734.87,13,16,10.95,travel,1
10657.349999999999,30,57430.15,12,17,3.23,electronics,0
6494.25,22,27576.71,14,15,10.14,utilities,1
20611.050000000003,26,38982.74,19,10,4.07,electronics,0
6123.63,32,56149.63,18,11,26.07,utilities,1
21470.07,19,47959.59,14,14,30.99,utilities,0
24457.829999999998,55,43083.83,17,8,6.02,travel,0
87999.51,46,122887.89,11,12,16.46,travel,1
16826.28,18,36162.27,33,13,10.28,electronics,0
17665.44,30,28261.23,14,12,20.03,entertainment,1
26948.879999999997,58,29769.61,13,15,3.93,grocery,0
24272.16,34,25346.6,15,11,17.37,grocery,1
6358.23,31,90112.99,18,8,3.44,entertainment,1
7347.900000000001,29,37210.62,13,10,10.9,electronics,1
2944.68,18,63458.42,12,10,26.38,entertainment,0
15785.64,41,128876.67,9,10,21.63,electronics,0
38436.81,31,22256.61,27,3,98.09,travel,1
13816.170000000002,36,43697.56,18,17,5.61,electronics,1
22787.73,29,47659.69,14,6,87.65,grocery,1
9933.24,33,89315.6,12,13,17.39,travel,0
10029.39,39,207965.37,17,14,9.12,travel,0
7482.27,24,52109.67,14,14,3.97,entertainment,0
6799.77,48,147901.66,18,23,17.19,grocery,1
23954.579999999998,42,46423.54,13,12,22.69,travel,0
7969.08,32,137559.63,11,10,2.38,electronics,1
18061.53,18,31095.38,23,20,62.99,electronics,1
10845.18,51,79041.21,19,15,3.91,utilities,0
12633.21,36,62407.45,15,15,21.52,utilities,0
20222.16,29,51131.11,15,10,28.1,travel,0
12837.420000000002,26,54377.25,14,15,2.62,travel,0
14352.72,27,127435.9,21,12,17.12,travel,0
33581.04,39,30644.46,14,9,12.14,electronics,0
8688.06,18,46675.85,11,13,16.89,entertainment,0
24875.340000000004,29,61041.68,14,18,12.87,utilities,0
10839.210000000001,18,70091.46,13,12,2.66,travel,0
42713.76,48,48799.11,19,14,16.9,grocery,1
14506.650000000001,56,65028.71,14,15,7.24,entertainment,1
9547.74,34,69050.57,15,16,16.16,utilities,0
12580.86,34,55560.91,12,13,25.26,entertainment,1
3380.01,25,95759.91,11,14,17.56,grocery,1
13666.829999999998,47,68355.59,13,14,16.14,utilities,0
20293.079999999998,39,75674.77,17,14,16.12,electronics,0
